City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,grytviken,-54.2811,-36.5092,1.53,98,100,5.4,GS,1731098875
84,whitehorse,60.7161,-135.0538,0.01,80,75,6.17,CA,1731098848
85,letlhakeng,-24.0944,25.0298,22.78,58,100,5.25,BW,1731098877
86,sitka,57.0531,-135.33,6.94,76,75,4.12,US,1731098879
87,lebu,-37.6167,-73.65,14.77,84,100,1.92,CL,1731098843
88,ancud,-41.8697,-73.8203,12.17,94,100,9.4,CL,1731098881
89,aasiaat,68.7098,-52.8699,-14.85,91,53,1.82,GL,1731098583
90,lucapa,-8.4192,20.7447,20.14,95,91,0.87,AO,1731098883
91,coahuayana de hidalgo,18.7,-103.6583,30.49,61,87,2.63,MX,1731098884
92,keflavik,64.0049,-22.5624,8.24,93,75,13.38,IS,1731098885
93,nha trang,12.25,109.1833,24.0,89,82,2.37,VN,1731098886
94,fale old settlement,-9.3852,-171.2468,28.74,65,85,4.72,TK,1731098887
95,woolgoolga,-30.1106,153.2007,21.93,85,6,2.43,AU,1731098888
96,park city,42.3484,-87.8842,16.03,47,0,3.09,US,1731098889
97,longyearbyen,78.2186,15.6401,0.91,75,75,9.77,SJ,1731098890
98,saipan,15.1355,145.701,27.39,89,100,7.2,MP,1731098891
99,nueva rosita,27.95,-101.2167,22.48,53,86,8.68,MX,1731098892
100,peniche,39.3558,-9.3811,19.0,94,100,5.3,PT,1731098893
101,kununurra,-15.7667,128.7333,25.99,83,30,0.0,AU,1731098894
102,olonkinbyen,70.9221,-8.7187,0.28,91,64,9.13,SJ,1731098895
103,tubarjal,30.4999,38.216,17.81,63,24,3.9,SA,1731098896
104,afaahiti,-17.75,-149.2833,26.2,83,77,5.04,PF,1731098898
105,new norfolk,-42.7826,147.0587,11.62,66,84,2.18,AU,1731098899
106,harstad,68.799,16.5293,5.09,83,65,20.56,NO,1731098900
107,tavistock,50.5494,-4.1442,12.03,93,50,2.56,GB,1731098902
108,an muileann gcearr,53.5333,-7.35,11.18,87,100,3.7,IE,1731098903
109,mersa matruh,31.3525,27.2453,20.11,64,40,5.66,EG,1731098904
110,grand island,40.925,-98.342,9.88,87,100,1.34,US,1731098905
111,shangrao,28.4532,117.9686,13.2,90,100,2.0,CN,1731098906
112,yasugicho,35.4333,133.25,6.01,100,20,1.54,JP,1731098907
113,palafrugell,41.9174,3.1631,16.31,67,100,2.33,ES,1731098738
114,enewetak,11.3474,162.3373,25.97,88,100,9.48,MH,1731098909
115,howard springs,-12.497,131.047,26.95,88,35,1.19,AU,1731098910
116,rongelap,11.1635,166.8941,28.25,77,100,5.06,MH,1731098911
117,ribeira grande,38.5167,-28.7,21.22,88,40,6.17,PT,1731098912
118,timimoun,29.2639,0.231,24.28,21,51,2.17,DZ,1731098913
119,jeju city,33.5097,126.5219,15.96,77,40,4.63,KR,1731098915
120,kodiak,57.79,-152.4072,5.73,81,100,4.12,US,1731098830
121,spearfish,44.4908,-103.8594,14.51,26,0,2.57,US,1731098917
122,arak,34.0917,49.6892,7.15,52,24,1.09,IR,1731098918
123,palasa,18.7667,84.4167,22.52,80,0,2.11,IN,1731098919
124,babatngon,11.4238,124.8449,25.2,90,89,0.54,PH,1731098922
125,port blair,11.6667,92.75,25.02,100,20,1.03,IN,1731098923
126,fort st. john,56.2499,-120.8529,7.94,71,75,7.72,CA,1731098924
127,waitara,-38.925,174.25,15.0,92,100,6.48,NZ,1731098925
128,brownwood,31.7093,-98.9912,13.87,93,100,6.01,US,1731098704
129,turpan,42.9333,89.1667,9.35,47,90,2.19,CN,1731098927
130,ascencion de guarayos,-15.8963,-63.1881,27.99,65,94,1.15,BO,1731098928
131,acarau,-2.8856,-40.12,25.57,79,10,6.79,BR,1731098929
132,labrador city,52.9463,-66.9114,-3.05,78,75,2.57,CA,1731098930
133,sao joao da barra,-21.6403,-41.0511,28.05,83,95,5.95,BR,1731098931
134,kavaratti,10.5669,72.642,27.24,77,100,1.86,IN,1731098932
135,port saint john's,-31.6229,29.5448,21.55,87,100,6.39,ZA,1731098933
136,qurayyat,31.3318,37.3428,15.1,63,0,2.06,SA,1731098934
137,margaret river,-33.95,115.0667,12.23,65,98,4.37,AU,1731098935
138,isafjordur,66.0755,-23.124,3.49,84,100,3.98,IS,1731098872
139,crane,31.3974,-102.3501,16.75,30,1,8.09,US,1731098733
140,vozhega,60.4725,40.2213,4.19,90,84,5.16,RU,1731098938
141,yuanping,38.7153,112.7575,6.88,78,86,0.48,CN,1731098939
142,shingu,33.7333,135.9833,13.79,78,100,2.61,JP,1731098940
143,nyurba,63.2842,118.3319,-10.38,95,92,3.41,RU,1731098942
144,feicheng,35.2606,117.9675,10.02,86,100,1.76,CN,1731098943
145,lokomotivnyy,53.0118,60.5684,-7.65,90,11,5.07,RU,1731098944
146,thompson,55.7435,-97.8558,2.09,64,75,3.6,CA,1731098945
147,georgetown,5.4112,100.3354,25.96,88,20,2.06,MY,1731098873
148,anna regina,7.2644,-58.5077,28.66,73,75,4.72,GY,1731098947
149,jinchang,38.4953,102.1739,6.67,51,45,2.05,CN,1731098948
150,howrah,22.5892,88.3103,24.0,88,20,2.06,IN,1731098949
151,sisimiut,66.9395,-53.6735,-9.54,63,71,5.47,GL,1731098950
152,bredasdorp,-34.5322,20.0403,16.38,88,65,3.41,ZA,1731098951
153,lisakovsk,52.5369,62.4936,-8.4,95,16,4.22,KZ,1731098952
154,ust-nera,64.5667,143.2,-31.63,99,55,1.67,RU,1731098953
155,jayapura,-2.5333,140.7,24.66,92,100,1.7,ID,1731098954
156,sao jose da coroa grande,-8.8978,-35.1478,25.49,82,88,4.53,BR,1731098955
157,nalgonda,17.05,79.2667,24.74,72,98,1.73,IN,1731098956
158,nchelenge,-9.3451,28.734,25.29,58,68,1.04,ZM,1731098957
159,san ignacio,17.1561,-89.0714,31.08,58,75,0.0,BZ,1731098959
160,pokhara,28.2333,83.9833,15.62,84,48,1.69,NP,1731098960
161,masterton,-40.9597,175.6575,18.5,63,81,6.92,NZ,1731098956
162,barcelos,41.5388,-8.6151,13.4,97,23,1.7,PT,1731098756
163,talnakh,69.4865,88.3972,-15.32,96,100,3.12,RU,1731098963
164,zhezqazghan,47.7833,67.7667,-7.21,92,100,1.87,KZ,1731098964
165,haiku-pauwela,20.9219,-156.3051,27.87,70,20,9.26,US,1731098965
166,happy valley-goose bay,53.3168,-60.3315,1.17,37,75,2.57,CA,1731098966
167,luganville,-15.5333,167.1667,26.01,82,92,5.22,VU,1731098968
168,lihue,21.9789,-159.3672,26.77,66,75,8.75,US,1731098969
169,otjiwarongo,-20.4637,16.6477,20.23,59,100,1.17,NA,1731098970
170,benalla,-36.55,145.9833,12.37,49,18,0.49,AU,1731098972
171,daru,-9.0763,143.2092,26.41,81,99,5.4,PG,1731098973
172,jiuquan,39.7432,98.5174,5.83,46,93,3.14,CN,1731098975
173,bima,-8.4667,118.7167,25.59,92,98,1.33,ID,1731098976
174,touros,-5.1989,-35.4608,25.42,79,2,6.03,BR,1731098977
175,tazovsky,67.4667,78.7,-10.54,95,100,4.3,RU,1731098680
176,batticaloa,7.7102,81.6924,25.85,86,100,3.09,LK,1731098980
177,swift current,50.2834,-107.8014,14.45,51,0,10.29,CA,1731098764
178,walvis bay,-22.9575,14.5053,15.95,87,90,1.4,NA,1731098982
179,santiago papasquiaro,25.046,-105.4208,26.44,11,0,1.17,MX,1731098983
180,nemuro,43.3236,145.575,4.18,71,79,10.05,JP,1731098984
181,vorgashor,67.5833,63.95,-5.55,97,100,1.91,RU,1731098985
182,fomboni,-12.28,43.7425,27.13,75,0,2.11,KM,1731098986
183,de pere,44.4489,-88.0604,14.34,43,3,2.24,US,1731098987
184,chibougamau,49.9168,-74.3659,-0.21,93,100,6.69,CA,1731098988
185,nogliki,51.8333,143.1667,-5.66,78,12,5.01,RU,1731098989
186,betio village,1.358,172.9211,29.02,63,56,4.91,KI,1731098990
187,balqash,46.8481,74.995,-2.04,79,85,4.74,KZ,1731098991
188,carnarvon,-24.8667,113.6333,18.74,69,29,6.98,AU,1731098992
189,dudinka,69.4058,86.1778,-13.99,96,99,3.68,RU,1731098993
190,thunder bay,48.4001,-89.3168,8.99,31,40,4.63,CA,1731098831
191,missoula,47.0166,-113.8009,1.22,59,9,1.33,US,1731098702
192,narvik,68.4384,17.4272,5.7,84,100,11.49,NO,1731098997
193,nuuk,64.1835,-51.7216,-4.66,63,75,7.2,GL,1731098944
194,st. john's,47.5649,-52.7093,5.64,73,75,3.09,CA,1731098999
195,gladstone,-23.85,151.25,27.1,78,23,4.12,AU,1731099000
196,utrik,11.2278,169.8474,28.03,79,89,5.51,MH,1731099001
197,kaffrine,14.1059,-15.5508,28.26,25,0,3.62,SN,1731099002
198,boyolangu,-8.1181,111.8935,24.78,94,99,0.38,ID,1731099003
199,lufilufi,-13.8745,-171.5986,25.11,89,100,5.15,WS,1731099004
200,katabu,-4.9333,122.5167,24.14,95,11,1.48,ID,1731099005
201,anadyr,64.75,177.4833,-11.72,84,100,4.0,RU,1731099006
202,kuching,1.55,110.3333,24.43,98,20,0.0,MY,1731098844
203,dire,12.2833,-10.9667,24.29,32,0,1.42,ML,1731099008
204,darwin,-12.4611,130.8418,26.99,83,26,0.0,AU,1731099009
205,chamical,-30.36,-66.314,27.54,40,0,8.12,AR,1731099010
206,port elizabeth,-33.918,25.5701,18.16,85,0,12.35,ZA,1731099011
207,kutum,14.2,24.6667,20.57,25,0,5.15,SD,1731099012
208,bardai,11.65,7.2333,22.44,34,5,3.54,NG,1731099013
209,petropavlovsk-kamchatsky,53.0452,158.6483,-10.67,79,40,2.0,RU,1731099014
210,jijiga,9.35,42.8,16.88,60,3,3.19,ET,1731099016
211,maintirano,-18.0667,44.0167,26.43,82,100,4.75,MG,1731099017
212,praia da vitoria,38.7333,-27.0667,21.14,83,75,4.37,PT,1731099018
213,puerto deseado,-47.7503,-65.8938,19.78,26,58,8.32,AR,1731099019
214,mareeba,-17.0,145.4333,19.58,92,8,1.89,AU,1731099020
215,kismayo,-0.3582,42.5454,26.23,82,0,3.93,SO,1731099021
216,bandar abbas,27.1865,56.2808,21.99,60,0,2.06,IR,1731099022
217,ola,59.5833,151.2833,-13.02,73,100,5.06,RU,1731099023
218,santa luzia,-19.7697,-43.8514,25.5,80,75,3.09,BR,1731098798
219,mhamid,29.82,-5.72,25.35,19,100,2.07,MA,1731099025
220,vuktyl,63.8567,57.3094,-1.01,96,100,7.42,RU,1731099026
221,stjordalshalsen,63.4681,10.9262,7.18,100,75,2.57,NO,1731099027
222,yuzhno-kurilsk,44.0306,145.8556,3.35,62,100,11.73,RU,1731099028
223,tamanrasset,22.785,5.5228,16.95,27,0,2.06,DZ,1731099029
224,greymouth,-42.4667,171.2,14.71,97,100,9.06,NZ,1731099030
225,sandakan,5.8402,118.1179,25.82,94,40,1.54,MY,1731099031
226,hamada,34.8833,132.0833,11.66,64,32,2.76,JP,1731099032
227,magaria,12.9983,8.9099,25.3,22,80,4.55,NE,1731099033
228,buka,40.8108,69.1986,6.85,62,5,0.77,UZ,1731099034
229,deuchendorf,47.4649,15.3196,1.27,94,31,0.63,AT,1731099035
230,piti village,13.4626,144.6933,26.49,90,0,3.09,GU,1731099036
231,opuwo,-18.0607,13.84,22.85,64,99,0.68,NA,1731099037
232,altamira,-3.2033,-52.2064,34.05,49,20,3.09,BR,1731099038
233,port-saint-louis-du-rhone,43.3833,4.8,18.13,63,0,4.12,FR,1731099040
234,igarka,67.4667,86.5833,-13.04,95,100,5.83,RU,1731099042
235,ataq,14.5377,46.8319,21.58,68,91,1.53,YE,1731099043
236,alice springs,-23.7,133.8833,23.75,27,63,4.12,AU,1731099044
237,mana,5.6592,-53.7767,27.79,79,99,8.21,GF,1731099045
238,swidwin,53.7746,15.7767,2.97,78,0,4.06,PL,1731099046
239,altai,46.3722,96.2583,-3.54,48,58,3.77,MN,1731099047
240,dinan,48.4167,-2.25,10.78,93,98,2.44,FR,1731099048
241,inirida,3.8653,-67.9239,30.24,63,100,0.83,CO,1731099049
242,kachug,53.9606,105.8817,-3.91,90,100,1.36,RU,1731099050
243,camarinas,43.1311,-9.1817,14.4,87,78,1.84,ES,1731099051
244,colonia,50.9333,6.95,7.76,84,100,3.09,DE,1731099052
245,midvagur,62.0511,-7.1939,10.46,100,100,7.2,FO,1731099053
246,divnoye,45.9089,43.3547,6.47,85,73,1.17,RU,1731099054
247,glace bay,46.1969,-59.957,8.32,78,100,4.12,CA,1731098976
248,fort bragg,35.139,-79.006,26.57,74,75,3.6,US,1731099056
249,north battleford,52.7834,-108.2847,16.05,39,0,5.14,CA,1731098875
250,springbok,-29.6643,17.8865,16.41,52,82,0.76,ZA,1731099058
251,alghero,40.5589,8.3181,13.05,100,0,0.51,IT,1731099060
252,la union,-5.4,-80.75,26.09,48,47,6.82,PE,1731099061
253,red hill,33.9996,-79.2581,26.94,58,51,2.1,US,1731099062
254,idri,27.5,13.2667,19.07,40,0,2.66,LY,1731099063
255,pimentel,-6.8367,-79.9342,23.16,60,0,5.66,PE,1731099064
256,sierakowice,54.3461,17.8925,3.41,89,3,3.47,PL,1731099065
257,ende,-8.8432,121.6623,23.63,90,100,1.18,ID,1731099066
258,cidreira,-30.1811,-50.2056,19.74,72,13,6.4,BR,1731099067
259,staryya darohi,53.0402,28.267,2.58,96,78,1.63,BY,1731099068
260,karabar,-35.3753,149.2308,12.24,80,75,1.54,AU,1731099069
261,kaindy,42.8247,73.6759,-0.07,90,100,2.25,KG,1731099070
262,rio de janeiro,-22.9028,-43.2075,23.0,87,100,8.75,BR,1731098807
263,isangel,-19.55,169.2667,24.83,64,7,5.02,VU,1731099072
264,susuman,62.7833,148.1667,-37.41,100,83,0.19,RU,1731099073
265,krapivinskiy,54.9992,86.8133,-3.84,76,100,4.89,RU,1731099075
266,pahrump,36.2083,-115.9839,17.36,12,0,0.89,US,1731098918
267,saint-francois,46.4154,3.9054,10.92,93,70,1.54,FR,1731098986
268,tommot,58.9564,126.2925,-4.65,94,100,3.65,RU,1731099078
269,antonina,-25.4286,-48.7119,26.98,99,100,1.06,BR,1731099079
270,talcahuano,-36.7167,-73.1167,16.82,72,0,6.17,CL,1731099080
271,xapuri,-10.6517,-68.5044,23.31,99,100,1.27,BR,1731099082
272,dapchi,12.4904,11.4944,24.95,22,5,3.85,NG,1731099083
273,kenora,49.8167,-94.4337,7.54,53,40,3.6,CA,1731098809
274,arraial do cabo,-22.9661,-42.0278,24.98,83,75,5.66,BR,1731099086
275,constantia,44.1833,28.65,6.5,50,16,6.03,RO,1731099087
276,an nuhud,12.7,28.4333,24.42,27,0,5.51,SD,1731099088
277,changji,44.0167,87.3167,2.44,87,20,2.0,CN,1731099089
278,san borja,-14.8167,-66.85,27.13,80,99,0.99,BO,1731099090
279,karkira,36.9292,6.5856,17.55,85,55,2.32,DZ,1731099091
280,kuraymah,18.55,31.85,24.68,22,0,5.91,SD,1731099092
281,arish,31.1316,33.7984,20.1,83,0,2.06,EG,1731099093
282,la ronge,55.1001,-105.2842,13.14,44,75,4.63,CA,1731099094
283,broken hill,-31.95,141.4333,15.6,45,92,5.06,AU,1731099095
284,palmer,42.1584,-72.3287,16.75,38,40,6.69,US,1731099096
285,al kharj,24.155,47.3346,21.32,39,0,2.58,SA,1731098821
286,hammerfest,70.6634,23.6821,6.25,75,75,15.95,NO,1731098831
287,malvan,16.0667,73.4667,24.98,59,0,3.41,IN,1731099099
288,rikaze,29.25,88.8833,1.95,29,0,1.07,CN,1731099100
289,mount pearl,47.5166,-52.7813,5.18,75,75,3.09,CA,1731099101
290,hilo,19.7297,-155.09,27.28,77,75,3.6,US,1731099102
291,vangaindrano,-23.35,47.6,21.95,90,0,2.37,MG,1731099103
292,energetik,51.7445,58.7934,-8.66,95,14,2.85,RU,1731099105
293,fada,7.25,4.0667,28.37,78,98,3.6,NG,1731099107
294,nema,57.5067,50.5011,0.24,98,100,6.26,RU,1731099108
295,polyarnyy,69.1989,33.4478,6.21,71,93,13.36,RU,1731099109
296,velikiy ustyug,60.7644,46.3106,3.65,94,100,5.91,RU,1731099110
297,chonchi,-42.6128,-73.8092,12.84,99,100,2.84,CL,1731099111
298,qaqortoq,60.7167,-46.0333,2.5,69,100,3.39,GL,1731099112
299,tokar,18.4254,37.729,29.25,70,1,4.7,SD,1731099113
300,maksi,23.2667,76.15,20.34,49,6,1.88,IN,1731099114
301,suntar,62.1444,117.6319,-7.8,92,100,3.57,RU,1731099115
302,keetmanshoop,-26.5833,18.1333,26.51,18,64,4.63,NA,1731099116
303,abasolo,20.45,-101.5167,31.15,22,64,0.82,MX,1731099118
304,ribeira brava,32.65,-17.0667,24.28,58,100,4.96,PT,1731099119
305,rio grande,-32.035,-52.0986,18.89,74,22,6.22,BR,1731099120
306,coquimbo,-29.9533,-71.3436,15.85,72,75,6.17,CL,1731099082
307,karratha,-20.7377,116.8463,29.3,22,6,3.63,AU,1731099122
308,flying fish cove,-10.4217,105.6791,25.82,88,75,3.6,CX,1731099123
309,ban nong wua so,17.2675,103.2247,19.56,80,61,1.73,TH,1731099125
310,goure,13.9835,10.2704,25.4,19,51,4.56,NE,1731099127
311,aitape,-3.1374,142.3475,25.91,87,95,1.61,PG,1731099128
312,nueva gerona,21.8833,-82.8,28.16,73,100,6.47,CU,1731099129
313,corte,42.25,9.25,12.79,93,44,1.24,FR,1731099130
314,mora,11.0461,14.1401,23.94,30,49,1.66,CM,1731099131
315,vilyuchinsk,52.9306,158.4028,-9.85,82,62,2.97,RU,1731099133
316,kartaly,53.0522,60.6467,-7.25,90,12,5.01,RU,1731099134
317,atafu village,-8.5421,-172.5159,28.74,61,15,4.88,TK,1731099135
318,enriquillo,17.9,-71.2333,25.64,80,99,2.59,DO,1731099136
319,villa gesell,-37.2639,-56.973,17.18,74,0,8.7,AR,1731099138
320,hadibu,12.65,54.0333,25.64,78,100,3.68,YE,1731099140
321,xiantao,30.3833,113.4,16.77,47,100,3.01,CN,1731099141
322,usogorsk,63.4106,48.6872,3.81,99,100,6.5,RU,1731099142
323,nadym,65.5333,72.5167,-7.48,95,100,5.81,RU,1731099143
324,timbuktu,16.7735,-3.0074,27.37,14,0,4.72,ML,1731099144
325,aykhal,66.0,111.5,-11.23,94,100,5.31,RU,1731099145
326,barguzin,53.6167,109.6167,-1.78,93,100,2.01,RU,1731099146
327,acajutla,13.5928,-89.8275,27.82,76,95,1.87,SV,1731099147
328,youssoufia,32.2463,-8.5294,23.68,43,100,2.12,MA,1731099148
329,san patricio,28.017,-97.5169,31.97,49,0,3.54,US,1731099149
330,bereznehuvate,47.3078,32.8499,7.11,69,38,3.64,UA,1731099150
331,al faw,29.9776,48.4741,23.2,27,17,5.34,IQ,1731099151
332,port lincoln,-34.7333,135.8667,13.88,65,100,1.69,AU,1731099152
333,mombetsu,44.3525,143.3525,1.48,82,81,5.12,JP,1731099153
334,sosnovo-ozerskoye,52.5249,111.5418,-3.98,98,100,3.95,RU,1731099154
335,igboho,8.8333,3.75,25.45,44,4,1.28,NG,1731099155
336,basco,20.4487,121.9702,26.29,90,64,6.03,PH,1731099156
337,tolanaro,-25.0319,46.9987,24.04,88,20,8.23,MG,1731099157
338,korwai,24.1167,78.0419,20.76,56,22,2.05,IN,1731099158
339,kaoma,-14.7833,24.8,20.51,64,9,2.1,ZM,1731099159
340,esmeralda,21.8525,-78.1169,27.65,73,44,5.07,CU,1731099160
341,kapuskasing,49.4169,-82.4331,3.05,60,75,9.77,CA,1731099161
342,turuntayevo,52.2,107.6167,-1.57,97,100,1.12,RU,1731099163
343,muroto-misakicho,33.2833,134.15,16.92,53,100,5.17,JP,1731099164
344,kone,-21.0595,164.8658,26.67,54,0,2.02,NC,1731099165
345,khandyga,62.6667,135.6,-20.65,88,100,1.31,RU,1731099167
346,voi,-3.3945,38.563,23.21,82,21,3.88,KE,1731099168
347,holualoa,19.6228,-155.9522,26.42,76,0,4.63,US,1731099169
348,manicaragua,22.1494,-79.9736,26.2,82,100,3.37,CU,1731099170
349,badger,64.8,-147.5333,-5.66,68,75,3.6,US,1731099172
350,nola,40.922,14.5329,15.57,84,27,1.9,IT,1731099173
351,bonny,4.4522,7.1681,26.67,83,78,5.52,NG,1731099175
352,usinsk,65.9939,57.5281,-0.24,99,100,7.6,RU,1731099176
353,prince rupert,54.3161,-130.3201,9.05,77,0,8.23,CA,1731099177
354,saurimo,-9.6608,20.3916,19.02,95,98,1.22,AO,1731099178
355,tharangambadi,11.0319,79.8528,26.15,80,90,4.25,IN,1731099180
356,aguas vermelhas,-15.7472,-41.46,23.29,63,100,0.83,BR,1731099182
357,pavlovsk,50.4578,40.1081,4.53,88,97,3.18,RU,1731099183
358,kayangel,8.0823,134.7173,28.5,77,78,3.35,PW,1731099184
359,tuy hoa,13.0833,109.3,21.59,86,98,0.86,VN,1731099185
360,northam,51.0333,-4.2167,9.78,91,81,4.11,GB,1731099186
361,kuanda,56.3161,116.0806,-12.06,97,100,0.37,RU,1731099187
362,kourou,5.1552,-52.6478,27.33,78,100,5.4,GF,1731099189
363,punta de bombon,-17.1717,-71.7931,18.92,76,45,3.13,PE,1731099190
364,dourados,-22.2211,-54.8056,28.14,51,28,4.94,BR,1731099191
365,las heras,-46.5419,-68.9359,19.5,25,100,10.28,AR,1731098894
366,chernyshevskiy,63.0128,112.4714,-7.62,94,100,4.08,RU,1731099193
367,acapulco de juarez,16.8634,-99.8901,30.9,74,20,3.09,MX,1731098946
